,TF,Term,wTF
0,2,cases,0.041666666666666664
1,2,number,0.041666666666666664
3,2,topics,0.041666666666666664
13,2,decomposition,0.041666666666666664
14,2,based,0.041666666666666664
2,1,themes,0.020833333333333332
4,1,topic,0.020833333333333332
5,1,represented,0.020833333333333332
6,1,large,0.020833333333333332
7,1,set,0.020833333333333332
8,1,documents,0.020833333333333332
9,1,validates,0.020833333333333332
10,1,employment,0.020833333333333332
11,1,standardized,0.020833333333333332
12,1,matrix,0.020833333333333332
15,1,methodologies,0.020833333333333332
16,1,scoring,0.020833333333333332
17,1,option,0.020833333333333332
18,1,module,0.020833333333333332
19,1,skipped,0.020833333333333332
20,1,entirely,0.020833333333333332
21,1,specifically,0.020833333333333332
22,1,use,0.020833333333333332
23,1,objective,0.020833333333333332
24,1,able,0.020833333333333332
25,1,classify,0.020833333333333332
26,1,differentiate,0.020833333333333332
27,1,issues,0.020833333333333332
28,1,sufficient,0.020833333333333332
29,1,data,0.020833333333333332
30,1,fulfills,0.020833333333333332
31,1,underlining,0.020833333333333332
32,1,assumptions,0.020833333333333332
33,1,nmf,0.020833333333333332
34,1,lda,0.020833333333333332
35,1,lsi,0.020833333333333332
36,1,approaches,0.020833333333333332
37,1,tools,0.020833333333333332
38,1,instance,0.020833333333333332
39,1,pythons,0.020833333333333332
40,1,sklearn,0.020833333333333332
41,1,package,0.020833333333333332
42,1,suggested,0.020833333333333332
